soc_start,title_start,soc_end,title_end,risk_start,risk_end,salarymax_start,salarymax_end,dist_all_alt,rank
17-3029.04,Electronics Engineering Technologists,17-3029.07,Mechanical Engineering Technologists,0.588979,0.6391,60038,62711,0.046164625,8
17-3029.04,Electronics Engineering Technologists,17-3021.00,Aerospace Engineering and Operations Technicians,0.588979,0.282214,60038,62711,0.04652659,9
17-3029.04,Electronics Engineering Technologists,49-2021.01,Radio Mechanics,0.588979,0.828085,60038,43630,0.047747342,10
17-3029.04,Electronics Engineering Technologists,17-2199.06,Microsystems Engineers,0.588979,0.521331,60038,,0.048683659,11
17-3029.04,Electronics Engineering Technologists,17-3027.01,Automotive Engineering Technicians,0.588979,0.795342,60038,,0.049217333,12
17-3029.04,Electronics Engineering Technologists,49-2091.00,Avionics Technicians,0.588979,0.686769,60038,70628,0.053206438,13
17-3029.04,Electronics Engineering Technologists,49-9062.00,Medical Equipment Repairers,0.588979,0.594236,60038,60038,0.053270633,14
17-3029.04,Electronics Engineering Technologists,17-2141.00,Mechanical Engineers,0.588979,0.616238,60038,80958,0.05480423,15
17-3029.04,Electronics Engineering Technologists,17-3023.01,Electronics Engineering Technicians,0.588979,0.783433,60038,60038,0.056740374,16
17-3029.04,Electronics Engineering Technologists,17-3026.00,Industrial Engineering Technicians,0.588979,0.535946,60038,55803,0.05794178,17
17-3029.04,Electronics Engineering Technologists,19-4041.02,Geological Sample Test Technicians,0.588979,0.934963,60038,66372,0.059000436,18
17-3029.04,Electronics Engineering Technologists,17-2199.07,Photonics Engineers,0.588979,0.308441,60038,87725,0.059939487,19
17-3029.04,Electronics Engineering Technologists,17-2072.01,Radio Frequency Identification Device Specialists,0.588979,0.325176,60038,,0.060671643,20
17-3029.05,Industrial Engineering Technologists,17-2199.02,Validation Engineers,0.411209,0.420569,55803,72726,0.039093549,1
17-3029.05,Industrial Engineering Technologists,17-3029.06,Manufacturing Engineering Technologists,0.411209,0.255085,55803,55803,0.040685892,2
17-3029.05,Industrial Engineering Technologists,17-3026.00,Industrial Engineering Technicians,0.411209,0.535946,55803,55803,0.043412606,3
17-3029.05,Industrial Engineering Technologists,17-2199.08,Robotics Engineers,0.411209,0.160449,55803,80958,0.050359399,4
17-3029.05,Industrial Engineering Technologists,17-2141.00,Mechanical Engineers,0.411209,0.616238,55803,80958,0.052069367,5
17-3029.05,Industrial Engineering Technologists,13-1199.02,Security Management Specialists,0.411209,0.145252,55803,,0.052311526,6
17-3029.05,Industrial Engineering Technologists,17-2111.03,Product Safety Engineers,0.411209,0.206723,55803,72726,0.053036844,7
17-3029.05,Industrial Engineering Technologists,19-1012.00,Food Scientists and Technologists,0.411209,0.192708,55803,62310,0.053082991,8
17-3029.05,Industrial Engineering Technologists,17-3029.03,Electromechanical Engineering Technologists,0.411209,0.697735,55803,60038,0.05338361,9
17-3029.05,Industrial Engineering Technologists,17-3023.03,Electrical Engineering Technicians,0.411209,0.566094,55803,60038,0.054343107,10
17-3029.05,Industrial Engineering Technologists,17-2072.01,Radio Frequency Identification Device Specialists,0.411209,0.325176,55803,,0.054377501,11
17-3029.05,Industrial Engineering Technologists,17-3029.02,Electrical Engineering Technologists,0.411209,0.378909,55803,60038,0.054685506,12
17-3029.05,Industrial Engineering Technologists,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.411209,0.311206,55803,113569,0.054991472,13
17-3029.05,Industrial Engineering Technologists,17-2199.05,Mechatronics Engineers,0.411209,0.346577,55803,72726,0.055324938,14
17-3029.05,Industrial Engineering Technologists,17-2171.00,Petroleum Engineers,0.411209,0.640043,55803,139857,0.055995203,15
17-3029.05,Industrial Engineering Technologists,17-2112.00,Industrial Engineers,0.411209,0.176611,55803,77018,0.056762847,16
17-3029.05,Industrial Engineering Technologists,17-3021.00,Aerospace Engineering and Operations Technicians,0.411209,0.282214,55803,62711,0.059393545,17
17-3029.05,Industrial Engineering Technologists,17-2199.06,Microsystems Engineers,0.411209,0.521331,55803,,0.059842999,18
17-3029.05,Industrial Engineering Technologists,17-2051.00,Civil Engineers,0.411209,0.169617,55803,80801,0.060395921,19
17-3029.05,Industrial Engineering Technologists,17-2161.00,Nuclear Engineers,0.411209,0.487353,55803,80958,0.060506702,20
17-3029.06,Manufacturing Engineering Technologists,17-2199.08,Robotics Engineers,0.255085,0.160449,55803,80958,0.031400795,1
17-3029.06,Manufacturing Engineering Technologists,17-3026.00,Industrial Engineering Technicians,0.255085,0.535946,55803,55803,0.034030589,2
17-3029.06,Manufacturing Engineering Technologists,17-3029.07,Mechanical Engineering Technologists,0.255085,0.6391,55803,62711,0.037067178,3
17-3029.06,Manufacturing Engineering Technologists,17-3029.02,Electrical Engineering Technologists,0.255085,0.378909,55803,60038,0.039533419,4
17-3029.06,Manufacturing Engineering Technologists,17-3023.03,Electrical Engineering Technicians,0.255085,0.566094,55803,60038,0.040644819,5
17-3029.06,Manufacturing Engineering Technologists,17-3029.05,Industrial Engineering Technologists,0.255085,0.411209,55803,55803,0.040685892,6
17-3029.06,Manufacturing Engineering Technologists,17-3029.03,Electromechanical Engineering Technologists,0.255085,0.697735,55803,60038,0.041206059,7
17-3029.06,Manufacturing Engineering Technologists,17-3021.00,Aerospace Engineering and Operations Technicians,0.255085,0.282214,55803,62711,0.042097758,8
